id_paisano,desagregacion,pais_cod,encuesta,ano,valor,n,o,p,q,r,s,t,u,v,w,x,y,z,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2003,Mujeres,BOL,ENDSA 2003,2003,53.73323059082031,,,,,,,,,,,,,,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres sin hijos,BOL,ENDSA 2003,2003,32.62897109985352,,,,,,,,,,,,,,2,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 0 a 5 años,BOL,ENDSA 2003,2003,53.87796020507813,,,,,,,,,,,,,,3,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 6 años o más,BOL,ENDSA 2003,2003,56.70521545410156,,,,,,,,,,,,,,4,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres solteras,BOL,ENDSA 2003,2003,57.46167755126953,,,,,,,,,,,,,,5,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres en pareja,BOL,ENDSA 2003,2003,52.98306655883789,,,,,,,,,,,,,,6,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de baja calificación,BOL,ENDSA 2003,2003,56.45863342285156,,,,,,,,,,,,,,7,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de media calificación,BOL,ENDSA 2003,2003,50.59308624267578,,,,,,,,,,,,,,8,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de alta calificación,BOL,ENDSA 2003,2003,38.63097381591797,,,,,,,,,,,,,,9,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres,BOL,ENDSA 2008,2008,41.96210861206055,,,,,,,,,,,,,,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han experimentado violencia psicológica por parte de su pareja,"Mujeres que han experimentado violencia psicológica alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
