id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2003,Mujeres,BOL,ENDSA 2003,2003,11.19156265258789,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres sin hijos,BOL,ENDSA 2003,2003,12.74547386169434,2,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 0 a 5 años,BOL,ENDSA 2003,2003,10.63681507110596,3,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 6 años o más,BOL,ENDSA 2003,2003,11.69787883758545,4,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres solteras,BOL,ENDSA 2003,2003,14.69256401062012,5,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres en pareja,BOL,ENDSA 2003,2003,10.46755886077881,6,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de baja calificación,BOL,ENDSA 2003,2003,11.03480434417725,7,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de media calificación,BOL,ENDSA 2003,2003,11.73692226409912,8,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de alta calificación,BOL,ENDSA 2003,2003,11.40414428710938,9,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres,BOL,ENDSA 2008,2008,4.816049098968506,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres sin hijos,BOL,ENDSA 2008,2008,6.579299449920654,2,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han sufrido violencia física no doméstica,"Mujeres que han experimentado violencia física alguna vez por parte de alguien que no haya sido su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
