id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2003,Mujeres,BOL,ENDSA 2003,2003,63.61650466918945,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres sin hijos,BOL,ENDSA 2003,2003,39.40232467651367,2,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 0 a 5 años,BOL,ENDSA 2003,2003,63.71322631835938,3,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 6 años o más,BOL,ENDSA 2003,2003,67.11997222900391,4,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres solteras,BOL,ENDSA 2003,2003,64.31424713134766,5,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres en pareja,BOL,ENDSA 2003,2003,63.47611618041992,6,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de baja calificación,BOL,ENDSA 2003,2003,66.61838531494141,7,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de media calificación,BOL,ENDSA 2003,2003,60.32065963745117,8,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de alta calificación,BOL,ENDSA 2003,2003,46.66082000732422,9,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres,BOL,ENDSA 2008,2008,45.5045051574707,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres sin hijos,BOL,ENDSA 2008,2008,48.00953674316406,2,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres con hijos de 0 a 5 años,BOL,ENDSA 2008,2008,45.40440368652344,3,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres con hijos de 6 años o más,BOL,ENDSA 2008,2008,45.25232315063477,4,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres solteras,BOL,ENDSA 2008,2008,52.19454956054688,5,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres en pareja,BOL,ENDSA 2008,2008,44.90576171875,6,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres de baja calificación,BOL,ENDSA 2008,2008,45.83976364135742,7,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado algún tipo de violencia doméstica,"Mujeres que han experimentado algún tipo de violencia (psicológica, física o sexual) alguna vez por parte de su pareja, como % de las mujeres de 25 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
