id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2003,Mujeres,BOL,ENDSA 2003,2003,15.62017822265625,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres sin hijos,BOL,ENDSA 2003,2003,7.404935359954834,2,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 0 a 5 años,BOL,ENDSA 2003,2003,14.80480003356934,3,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres con hijos de 6 años o más,BOL,ENDSA 2003,2003,17.95304679870606,4,Hijos (mujeres),2,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres solteras,BOL,ENDSA 2003,2003,20.86800003051758,5,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres en pareja,BOL,ENDSA 2003,2003,14.56431674957275,6,Situación conyugal (mujeres),3,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de baja calificación,BOL,ENDSA 2003,2003,17.64509582519531,7,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de media calificación,BOL,ENDSA 2003,2003,11.22783184051514,8,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2003,Mujeres de alta calificación,BOL,ENDSA 2003,2003,8.463301658630371,9,Calificación (mujeres),4,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BOL2008,Mujeres,BOL,ENDSA 2008,2008,6.606676578521729,1,Mujeres,1,Bolivia,Porcentaje de mujeres que han experimentado violencia sexual doméstica,"Mujeres que han experimentado violencia sexual alguna vez por parte de su última pareja, como % de las mujeres de 15 a 49 años.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
