id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,detalle_indicador,indicador,disclaimer
ARG2019,Total,ARG,ERCE,2019,.6385690569877625,1,1,Total,1,Argentina,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2019,Women,ARG,ERCE,2019,.6686347723007202,2,2,Gender,4,Argentina,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2019,Men,ARG,ERCE,2019,.6225084662437439,3,3,Gender,4,Argentina,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2019,Woman,ARG,ERCE,2019,.6686347723007202,4,4,Woman,2,Argentina,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2019,Man,ARG,ERCE,2019,.6225084662437439,5,5,Man,3,Argentina,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA2019,Total,BRA,ERCE,2019,.5375174283981323,1,1,Total,1,Brazil,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA2019,Women,BRA,ERCE,2019,.563639760017395,2,2,Gender,4,Brazil,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA2019,Men,BRA,ERCE,2019,.5210199356079102,3,3,Gender,4,Brazil,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA2019,Woman,BRA,ERCE,2019,.563639760017395,4,4,Woman,2,Brazil,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA2019,Man,BRA,ERCE,2019,.5210199356079102,5,5,Man,3,Brazil,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2019,Total,COL,ERCE,2019,.6667079925537109,1,1,Total,1,Colombia,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2019,Women,COL,ERCE,2019,.68881756067276,2,2,Gender,4,Colombia,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2019,Men,COL,ERCE,2019,.6460835933685303,3,3,Gender,4,Colombia,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2019,Woman,COL,ERCE,2019,.68881756067276,4,4,Woman,2,Colombia,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2019,Man,COL,ERCE,2019,.6460835933685303,5,5,Man,3,Colombia,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CRI2019,Total,CRI,ERCE,2019,.712899386882782,1,1,Total,1,Costa Rica,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CRI2019,Women,CRI,ERCE,2019,.7350513339042664,2,2,Gender,4,Costa Rica,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CRI2019,Men,CRI,ERCE,2019,.6926372051239014,3,3,Gender,4,Costa Rica,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CRI2019,Woman,CRI,ERCE,2019,.7350513339042664,4,4,Woman,2,Costa Rica,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CRI2019,Man,CRI,ERCE,2019,.6926372051239014,5,5,Man,3,Costa Rica,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2019,Total,DOM,ERCE,2019,.7191336154937744,1,1,Total,1,Dominican Republic,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2019,Women,DOM,ERCE,2019,.7477004528045654,2,2,Gender,4,Dominican Republic,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2019,Men,DOM,ERCE,2019,.7006767392158508,3,3,Gender,4,Dominican Republic,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2019,Woman,DOM,ERCE,2019,.7477004528045654,4,4,Woman,2,Dominican Republic,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2019,Man,DOM,ERCE,2019,.7006767392158508,5,5,Man,3,Dominican Republic,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,Total,ECU,ERCE,2019,.695639967918396,1,1,Total,1,Ecuador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,Women,ECU,ERCE,2019,.7290029525756836,2,2,Gender,4,Ecuador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,Men,ECU,ERCE,2019,.6686016917228699,3,3,Gender,4,Ecuador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,Woman,ECU,ERCE,2019,.7290029525756836,4,4,Woman,2,Ecuador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,Man,ECU,ERCE,2019,.6686016917228699,5,5,Man,3,Ecuador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,Total,SLV,ERCE,2019,.6879101991653442,1,1,Total,1,El Salvador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,Women,SLV,ERCE,2019,.7184202671051025,2,2,Gender,4,El Salvador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,Men,SLV,ERCE,2019,.666151762008667,3,3,Gender,4,El Salvador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,Woman,SLV,ERCE,2019,.7184202671051025,4,4,Woman,2,El Salvador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,Man,SLV,ERCE,2019,.666151762008667,5,5,Man,3,El Salvador,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,Total,GTM,ERCE,2019,.6474361419677734,1,1,Total,1,Guatemala,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,Women,GTM,ERCE,2019,.671368420124054,2,2,Gender,4,Guatemala,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,Men,GTM,ERCE,2019,.6327593922615051,3,3,Gender,4,Guatemala,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,Woman,GTM,ERCE,2019,.671368420124054,4,4,Woman,2,Guatemala,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,Man,GTM,ERCE,2019,.6327593922615051,5,5,Man,3,Guatemala,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,Total,HND,ERCE,2019,.6832489967346191,1,1,Total,1,Honduras,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,Women,HND,ERCE,2019,.7104259729385376,2,2,Gender,4,Honduras,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,Men,HND,ERCE,2019,.6708304286003113,3,3,Gender,4,Honduras,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,Woman,HND,ERCE,2019,.7104259729385376,4,4,Woman,2,Honduras,Average self-regulation index for sixth grade students. See variable dictionary for more details.,Self-regulation index for 6th grade students,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
