id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,pais2,indicador,detalle_indicador,disclaimer
ARG_ERCE06-132006,"Total, mathematic",ARG_ERCE06-13,(S)ERCE 2006,2006,.9972044825553894,1,1,"Total, mathematic",1,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"Low-skilled household, mathematics",ARG_ERCE06-13,(S)ERCE 2006,2006,.9948850870132446,2,2,"Qualification, mathematic",2,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"Medium-skilled household, mathematics",ARG_ERCE06-13,(S)ERCE 2006,2006,.9987567663192749,3,3,"Qualification, mathematic",2,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"High-skilled household, mathematics",ARG_ERCE06-13,(S)ERCE 2006,2006,.9671117067337036,4,4,"Qualification, mathematic",2,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"Total, language",ARG_ERCE06-13,(S)ERCE 2006,2006,1.035242676734924,5,5,"Total, language",3,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"Low-skilled household, language",ARG_ERCE06-13,(S)ERCE 2006,2006,1.032320737838745,6,6,"Qualification, language",4,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"Medium-skilled household, language",ARG_ERCE06-13,(S)ERCE 2006,2006,1.037010550498962,7,7,"Qualification, language",4,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132006,"High-skilled household, language",ARG_ERCE06-13,(S)ERCE 2006,2006,1.041704416275024,8,8,"Qualification, language",4,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Total, mathematic",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,1.01058042049408,1,1,"Total, mathematic",1,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Low-skilled household, mathematics",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,1.040829658508301,2,2,"Qualification, mathematic",2,Argentina,Argentina (ERCE06-13),Ratio of standardized tests scores for 3rd grade students,Ratio of standardized tests scores between girls and boys in 3rd grade.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
