id_paisano,desagregacion,pais_cod,encuesta,ano,valor,n,o,p,q,r,s,t,u,v,w,x,y,z,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2003,Women,BOL,ENDSA 2003,2003,63.61650466918945,,,,,,,,,,,,,,1,Women,1,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Women without children,BOL,ENDSA 2003,2003,39.40232467651367,,,,,,,,,,,,,,2,Children (women),2,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Women with children aged 0-5,BOL,ENDSA 2003,2003,63.71322631835938,,,,,,,,,,,,,,3,Children (women),2,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Women with children older than 5,BOL,ENDSA 2003,2003,67.11997222900391,,,,,,,,,,,,,,4,Children (women),2,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Not married women,BOL,ENDSA 2003,2003,64.31424713134766,,,,,,,,,,,,,,5,Marital status (women),3,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Married women,BOL,ENDSA 2003,2003,63.47611618041992,,,,,,,,,,,,,,6,Marital status (women),3,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Low skilled women,BOL,ENDSA 2003,2003,66.61838531494141,,,,,,,,,,,,,,7,Qualification (women),4,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,Medium skilled women,BOL,ENDSA 2003,2003,60.32065963745117,,,,,,,,,,,,,,8,Qualification (women),4,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2003,High skilled women,BOL,ENDSA 2003,2003,46.66082000732422,,,,,,,,,,,,,,9,Qualification (women),4,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
BOL2008,Women,BOL,ENDSA 2008,2008,45.5045051574707,,,,,,,,,,,,,,1,Women,1,Bolivia,Percentage of women who have experienced some type of violence by a partner,"Women who have ever experienced some type of violence (psychological, physical or sexual) by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
