id_paisano,desagregacion,pais_cod,encuesta,ano,valor,n,o,p,q,r,s,t,u,v,w,x,y,z,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2003,Women,BOL,ENDSA 2003,2003,51.60348510742188,,,,,,,,,,,,,,1,Women,1,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Women without children,BOL,ENDSA 2003,2003,24.08479118347168,,,,,,,,,,,,,,2,Children (women),2,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Women with children aged 0-5,BOL,ENDSA 2003,2003,51.73986434936523,,,,,,,,,,,,,,3,Children (women),2,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Women with children older than 5,BOL,ENDSA 2003,2003,55.54938507080078,,,,,,,,,,,,,,4,Children (women),2,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Not married women,BOL,ENDSA 2003,2003,49.01125335693359,,,,,,,,,,,,,,5,Marital status (women),3,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Married women,BOL,ENDSA 2003,2003,52.12504577636719,,,,,,,,,,,,,,6,Marital status (women),3,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Low skilled women,BOL,ENDSA 2003,2003,55.76200103759766,,,,,,,,,,,,,,7,Qualification (women),4,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,Medium skilled women,BOL,ENDSA 2003,2003,45.02166366577148,,,,,,,,,,,,,,8,Qualification (women),4,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2003,High skilled women,BOL,ENDSA 2003,2003,32.09326553344727,,,,,,,,,,,,,,9,Qualification (women),4,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Women,BOL,ENDSA 2008,2008,22.5733585357666,,,,,,,,,,,,,,1,Women,1,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Women without children,BOL,ENDSA 2008,2008,12.93994235992432,,,,,,,,,,,,,,2,Children (women),2,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Women with children aged 0-5,BOL,ENDSA 2008,2008,24.69355583190918,,,,,,,,,,,,,,3,Children (women),2,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Women with children older than 5,BOL,ENDSA 2008,2008,21.42144775390625,,,,,,,,,,,,,,4,Children (women),2,Bolivia,Percentage of women who have experienced physical violence by a partner,"Women who have ever experienced physical violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
